2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01,2.689778994635192078e+01
2.873524264185958188e+01,2.000000000000000000e+02,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.873524264185958188e+01,2.000000000000000000e+02,2.873524264185958188e+01
3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01,3.168531104245897367e+01
3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01,3.453247117827533685e+01
3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01,3.461723861497231525e+01
3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01,3.469798887345444172e+01
3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01,3.485800181783481833e+01
3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01,3.507654800176627674e+01
3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01,3.537227944200880358e+01
3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01,3.410357348059378779e+01
